activity_uuid_product_uuid,activity_name,product_geography,input_activity_uuid_product_uuid,exchange_name,input_geography,exchange_unit_name,exchange_amount
96870f7d-b75b-5a87-b731-2b1a9f1b4cd0_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",CH,5fac83fe-8483-5429-85f3-7b0b2c7c11f2_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,CH,kg,-2200
96870f7d-b75b-5a87-b731-2b1a9f1b4cd0_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",CH,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",CH,kg,-1070
96870f7d-b75b-5a87-b731-2b1a9f1b4cd0_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",CH,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,CH,kg,-539
96870f7d-b75b-5a87-b731-2b1a9f1b4cd0_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",CH,2dee9ec5-2740-5656-b6df-2fd73f06a37d_42b1c202-8308-422e-bfb7-3efe54dfcef6,waste glass sheet,CH,kg,-238
96870f7d-b75b-5a87-b731-2b1a9f1b4cd0_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",CH,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,CH,kg,-14.3
96870f7d-b75b-5a87-b731-2b1a9f1b4cd0_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",CH,30d72c1f-ee68-535d-b523-49ba5260fdff_5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete,CH,kg,-32300
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,16.388
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,10282993-ad4b-5b68-a2bc-7afe8f7b5023_e9066206-5489-4a49-8192-927722af79ad,clay brick,GLO,kg,1170
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,874108e3-39a6-5413-ac1a-18c9919e7025_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",AT,m3,0.032287168
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,75.5
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,663
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,56.5
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,Europe without Switzerland,kg,-28.59208013
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",Europe without Switzerland,kg,-347.4645695
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,Europe without Switzerland,kg,-152.4693258
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,waste glass sheet,Europe without Switzerland,kg,-49.03811134
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,Europe without Switzerland,kg,-4.15868223
ece20e4f-99c0-55f1-9deb-c401cfec393f_ebe77e58-a384-4b80-b92f-607928024c13,"housing system construction, cattle, loose",RoW,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete,Europe without Switzerland,kg,-2115.016912
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,18.564
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,3951c4eb-ec78-5a89-a89f-1a546b701f49_d454e221-5f08-4259-b46b-31d0dbe595d1,cement mortar,CH,kg,773
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,10282993-ad4b-5b68-a2bc-7afe8f7b5023_e9066206-5489-4a49-8192-927722af79ad,clay brick,GLO,kg,3140
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,70.2
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,bbb598a6-5422-5878-ab05-42ebd0ac6911_579049d0-3db8-4496-a234-2f61ed28a72b,"extrusion, plastic film",RER,kg,34.9
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,693
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,59.2
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,5fac83fe-8483-5429-85f3-7b0b2c7c11f2_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,CH,kg,-4180
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",CH,kg,-869
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,CH,kg,-2210
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,2dee9ec5-2740-5656-b6df-2fd73f06a37d_42b1c202-8308-422e-bfb7-3efe54dfcef6,waste glass sheet,CH,kg,-70.7
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,CH,kg,-40
1520f702-7866-571f-90bc-04fb3fadb762_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",CH,30d72c1f-ee68-535d-b523-49ba5260fdff_5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete,CH,kg,-29400
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,18.564
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,10282993-ad4b-5b68-a2bc-7afe8f7b5023_e9066206-5489-4a49-8192-927722af79ad,clay brick,GLO,kg,3140
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,874108e3-39a6-5413-ac1a-18c9919e7025_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",AT,m3,0.029372354
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,70.2
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,693
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,59.2
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,Europe without Switzerland,kg,-54.32495224
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",Europe without Switzerland,kg,-282.1931878
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,Europe without Switzerland,kg,-625.1525231
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,waste glass sheet,Europe without Switzerland,kg,-14.56720366
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,Europe without Switzerland,kg,-11.63267757
644530c5-649e-54ec-adc8-e08af30008a1_c6486335-b555-43bb-a748-50a607a75d23,"housing system construction, cattle, tied",RoW,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete,Europe without Switzerland,kg,-1925.123752
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,0.8704
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,10282993-ad4b-5b68-a2bc-7afe8f7b5023_e9066206-5489-4a49-8192-927722af79ad,clay brick,GLO,kg,230
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,874108e3-39a6-5413-ac1a-18c9919e7025_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",AT,m3,0.003183874
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,2.79
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,78.4
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,7.87
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,Europe without Switzerland,kg,-3.794948817
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",Europe without Switzerland,kg,-33.44752398
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,Europe without Switzerland,kg,-19.74463625
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,waste glass sheet,Europe without Switzerland,kg,-0.27197608
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,Europe without Switzerland,kg,-0.299541447
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,78a60110-2c67-5568-b476-748e230634e8_76c62dcf-b87a-4509-9682-514079cf7975,waste polyvinylchloride product,Europe without Switzerland,kg,-0.181066516
883db98a-81f1-5286-a4c5-79e9f6c92c54_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",RoW,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete,Europe without Switzerland,kg,-210.1920832
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,0.8704
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,3951c4eb-ec78-5a89-a89f-1a546b701f49_d454e221-5f08-4259-b46b-31d0dbe595d1,cement mortar,CH,kg,57.8
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,10282993-ad4b-5b68-a2bc-7afe8f7b5023_e9066206-5489-4a49-8192-927722af79ad,clay brick,GLO,kg,230
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,2.79
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,bbb598a6-5422-5878-ab05-42ebd0ac6911_579049d0-3db8-4496-a234-2f61ed28a72b,"extrusion, plastic film",RER,kg,1.19
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,78.4
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,7.87
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,5fac83fe-8483-5429-85f3-7b0b2c7c11f2_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,CH,kg,-292
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",CH,kg,-103
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,CH,kg,-69.8
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,2dee9ec5-2740-5656-b6df-2fd73f06a37d_42b1c202-8308-422e-bfb7-3efe54dfcef6,waste glass sheet,CH,kg,-1.32
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,3a29c9e0-4183-588d-95a9-502b55d2c513_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,CH,kg,-1.03
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,4fd573fd-7e9d-5fe9-ac5d-b7f09a95695e_76c62dcf-b87a-4509-9682-514079cf7975,waste polyvinylchloride product,CH,kg,-0.647
a49cfb11-ae32-50d4-8f2f-d09cc4527c92_b3a9401c-1507-454e-aeca-47f71b51c1e4,"housing system construction, pig, electricity from renewable energy products",CH,30d72c1f-ee68-535d-b523-49ba5260fdff_5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete,CH,kg,-3210
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,1.2512
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,10282993-ad4b-5b68-a2bc-7afe8f7b5023_e9066206-5489-4a49-8192-927722af79ad,clay brick,GLO,kg,328
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,874108e3-39a6-5413-ac1a-18c9919e7025_eee95138-58c8-4172-9b1f-754ba074325d,"concrete, normal strength",AT,m3,0.00367715
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,3.07
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,95.2
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,8.18
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,1bb973cd-c66a-5c0f-82fc-aa365e7ec969_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,Europe without Switzerland,kg,-4.951628422
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,3e990593-830f-5069-bef2-f1bee9fe9c4e_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",Europe without Switzerland,kg,-23.34832014
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,d5982027-3c7b-5628-a5d7-12967578b20b_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,Europe without Switzerland,kg,-75.24460232
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,16ac64a4-f07b-5a9e-b5bb-ff5adf73ae45_42b1c202-8308-422e-bfb7-3efe54dfcef6,waste glass sheet,Europe without Switzerland,kg,-5.068645122
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,c93a2afc-7e58-50b6-af0e-586f71a3de0e_bfd577e2-82b4-4166-af2b-3bda540931f6,waste mineral wool,Europe without Switzerland,kg,-0.927706036
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,78a60110-2c67-5568-b476-748e230634e8_76c62dcf-b87a-4509-9682-514079cf7975,waste polyvinylchloride product,Europe without Switzerland,kg,-2.13809611
d03ea168-191e-590a-8cde-5da898b3bd99_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",RoW,c85b4ef8-d5f3-5c03-bbed-b57f23566ff2_5357a067-f798-46fb-97b0-fa18f723341b,waste reinforced concrete,Europe without Switzerland,kg,-242.2774791
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,"aluminium, wrought alloy",GLO,kg,1.2512
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,3951c4eb-ec78-5a89-a89f-1a546b701f49_d454e221-5f08-4259-b46b-31d0dbe595d1,cement mortar,CH,kg,81.4
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,10282993-ad4b-5b68-a2bc-7afe8f7b5023_e9066206-5489-4a49-8192-927722af79ad,clay brick,GLO,kg,328
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,62b803ad-e3ff-516b-947d-f08eea52c702_fbb039f7-f9cc-46d2-b631-313ddb125c1a,"copper, cathode",GLO,kg,3.07
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,bbb598a6-5422-5878-ab05-42ebd0ac6911_579049d0-3db8-4496-a234-2f61ed28a72b,"extrusion, plastic film",RER,kg,9.58
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,372a1991-e0af-5fbf-8611-295a535373ad_9ba48284-0f03-4fec-800d-de77833b12f6,reinforcing steel,GLO,kg,95.2
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,044043d2-bdfc-55f1-9d2d-e8431d5266c7_8cb650d5-8a48-4719-81b1-2080b3b4387f,"steel, low-alloyed, hot rolled",GLO,kg,8.18
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,5fac83fe-8483-5429-85f3-7b0b2c7c11f2_bd4b5819-02c6-41c3-97ea-a91f14b3e0bc,waste brick,CH,kg,-381
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,c942f4dc-d2b6-5f3e-9165-73a868582602_1c17413f-82b0-4ddb-beef-63854b1a8e1f,"waste bulk iron, excluding reinforcement",CH,kg,-71.9
e4f46f28-edd0-54be-99c3-a5e39e404fca_623807b1-021b-4658-a6d8-edf65168b37f,"housing system construction, pig, fully-slatted floor",CH,7d7eeb00-1001-5060-95c8-463935341fc8_3728ce01-009e-4b64-94d4-3c3e9fabf888,waste cement in concrete and mortar,CH,kg,-266
